pelagios_temp_id;maphist_label;recogito_mapping;recogito_gazetteer_label;lat;lng;recogito_status;modified_by;modified_at;
1-4;dumquergo / oquercas;http://www.wikidata.org/wiki/Q45797;DUINKERKE;51.0383;2.3775;VERIFIED;leif;2015-01-16T12:12:39+0100;
2-5;gravelinges;http://www.wikidata.org/wiki/Q323399;GRAVELINES;50.9858;2.1283;VERIFIED;leif;2015-01-16T12:12:18+0100;
3-6;CALES;http://www.wikidata.org/wiki/Q6454;CALAIS;50.9481;1.8564;VERIFIED;leif;2015-01-16T11:37:37+0100;
4-8;guissant;http://www.wikidata.org/wiki/Q316447;WISSANT;50.8861;1.6636;VERIFIED;leif;2015-01-16T12:11:49+0100;
5-9;bellogna;http://www.wikidata.org/wiki/Q875983;SAINT-MARTIN-BOULOGNE;50.7267;1.6328;VERIFIED;leif;2015-01-16T11:39:10+0100;
6-11;stapes / estailles / cleapes;http://www.wikidata.org/wiki/Q273522;ÉTAPLES;50.5186;1.6414;VERIFIED;leif;2015-01-16T11:39:31+0100;
7-12;somam;http://www.wikidata.org/wiki/Q37646;AFON SOMME;50.2211;1.5667;VERIFIED;leif;2015-01-16T11:43:07+0100;
8-13;vapan;http://www.wikidata.org/wiki/Q758882;SAINT-QUENTIN-EN-TOURMONT;50.2856;1.5903;VERIFIED;leif;2015-01-16T12:18:50+0100;
9-18;DIEPA;http://www.wikidata.org/wiki/Q183557;;49.9211;1.0853;VERIFIED;leif;2015-01-16T11:40:17+0100;
10-21;fecam / sto fam / steffim;http://www.wikidata.org/wiki/Q269732;FÉCAMP;49.75;0.3833;VERIFIED;leif;2015-01-16T11:40:46+0100;
11-23;c.de caus;http://www.wikidata.org/wiki/Q3378361;PHARE DE SAINT-VALERY-EN-CAUX;49.8736;0.7089;VERIFIED;leif;2015-01-16T12:13:57+0100;
12-25;ROAN;http://www.wikidata.org/wiki/Q3114753;PORT DE ROUEN;49.4439;1.1033;VERIFIED;leif;2015-01-16T12:01:45+0100;
13-27;PARIS;http://pleiades.stoa.org/places/109126;Lutetia;48.853;2.35;VERIFIED;leif;2015-01-16T11:45:10+0100;
14-27;loira;http://www.wikidata.org/wiki/Q474480;LOUVIERS;49.2469;1.1296;VERIFIED;leif;2015-01-16T12:18:25+0100;
15-28;chiribei / quiriborg;http://www.wikidata.org/wiki/Q475448;QUILLEBEUF-SUR-SEINE;49.4728;0.5269;VERIFIED;leif;2015-01-16T12:17:37+0100;
16-29;oneflor / oraflor / anatflow / anestor;http://www.wikidata.org/wiki/Q231720;HONFLEUR;49.4167;0.2333;VERIFIED;leif;2015-01-16T12:02:43+0100;
17-31;totam;http://www.wikidata.org/wiki/Q659526;ORNE;49.2783;-0.2261;VERIFIED;leif;2015-01-16T12:03:24+0100;
18-32;CAM / ganto;http://www.wikidata.org/wiki/Q3398468;PORT DE CAEN;49.23;-0.29;VERIFIED;leif;2015-01-16T12:03:52+0100;
19-36;san marcho;http://www.wikidata.org/wiki/Q3593548;ÎLES SAINT-MARCOUF;49.4944;-1.15;VERIFIED;leif;2015-01-16T12:04:48+0100;
20-37;san nicolo;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T12:05:24+0100;
21-38;balafier / baiafat;http://www.wikidata.org/wiki/Q211684;BARBATUS FLUCTUS;49.6667;-1.2667;VERIFIED;leif;2015-01-16T12:05:41+0100;
22-42;co de lagoa;http://www.wikidata.org/wiki/Q3378476;PHARE DE GOURY;49.7208;-1.9544;VERIFIED;leif;2015-01-16T12:06:22+0100;
23-44;g.samalo;http://www.wikidata.org/wiki/Q4027101;GOLFE DE SAINT-MALO;49;-2.25;VERIFIED;leif;2015-01-16T12:06:51+0100;
24-45;SAMALO;http://www.wikidata.org/wiki/Q650476;SAINT-MALO-DE-LA-LANDE;49.0717;-1.5392;VERIFIED;leif;2015-01-16T12:07:17+0100;
25-48;rasambriac / brias;http://www.wikidata.org/wiki/Q193704;SAINT-BRIAC-SUR-MER;48.6211;-2.1328;VERIFIED;leif;2015-01-16T12:07:42+0100;
26-49;setiles;http://www.wikidata.org/wiki/Q1236059;JENTILEZ;48.8833;-3.4667;VERIFIED;leif;2015-01-16T12:08:10+0100;
27-50;sanquindazo;http://www.wikidata.org/wiki/Q3593202;ÎLE SAINT-GILDAS;48.8456;-3.3059;VERIFIED;leif;2015-01-16T12:08:29+0100;
28-51;melazo / merisano;http://www.wikidata.org/wiki/Q3433878;RIVIERE DE MORLAIX;48.6283;-3.8492;VERIFIED;leif;2015-01-16T12:09:05+0100;
29-52;isol de baxo;http://www.wikidata.org/wiki/Q292275;L'ILE DE BATZ;48.7453;-4.0097;VERIFIED;leif;2015-01-16T12:09:21+0100;
30-53;brauarach / barbarat;http://www.wikidata.org/wiki/Q319298;ABER WRAC'H;48.5969;-4.5622;VERIFIED;leif;2015-01-16T12:23:33+0100;
31-57;forno;http://www.wikidata.org/wiki/Q2962614;CHENAL DU FOUR;48.3597;-4.8161;VERIFIED;leif;2015-01-16T12:10:34+0100;
32-58;SAN MAE / samach;http://www.wikidata.org/wiki/Q2308353;SAINT-MATHIEU LURMUTURRA;48.33;-4.7733;VERIFIED;leif;2015-01-16T12:11:08+0100;
33-60;BREST;http://www.wikidata.org/wiki/Q12193;BREST I FRANKRIKE;48.3908;-4.4856;VERIFIED;leif;2015-01-16T11:48:30+0100;
34-61;craudon / gradom;http://www.wikidata.org/wiki/Q218058;CROZON;48.25;-4.4833;VERIFIED;leif;2015-01-16T12:24:26+0100;
35-62;san micher;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T12:24:41+0100;
36-63;fontaneo;http://www.wikidata.org/wiki/Q1500472;POINTE DU RAZ;48.0403;-4.7411;VERIFIED;leif;2015-01-16T12:25:07+0100;
37-65;odierna;http://www.wikidata.org/wiki/Q221683;AUDIERNE;48.025;-4.5406;VERIFIED;leif;2015-01-16T12:25:27+0100;
38-66;pomarch / pemart;http://www.wikidata.org/wiki/Q3754925;PENMARC'H LURMUTURRA;47.8;-4.3667;VERIFIED;leif;2015-01-16T12:25:49+0100;
39-67;beneaudet;http://www.wikidata.org/wiki/Q329911;BENODET;47.8775;-4.1114;VERIFIED;leif;2015-01-16T12:26:05+0100;
40-68;conchet;http://www.wikidata.org/wiki/Q17393;CONCARNEAU;47.9043;-3.9304;VERIFIED;leif;2015-01-16T12:26:20+0100;
41-69;porto broeto;http://www.wikidata.org/wiki/Q745809;BLAVEZH;47.7089;-3.3681;VERIFIED;leif;2015-01-16T12:26:47+0100;
42-77;giranda;http://www.wikidata.org/wiki/Q501971;GUERANDE;47.32;-2.42;VERIFIED;leif;2015-01-16T11:53:56+0100;
43-78;san nazar / s.lazar;http://www.wikidata.org/wiki/Q152027;ST-NAZAIRE;47.2728;-2.2074;VERIFIED;leif;2015-01-16T11:52:24+0100;
44-79;NANTES;http://www.wikidata.org/wiki/Q3114752;PORT DE NANTES-SAINT-NAZAIRE;47.3039;-2.1408;VERIFIED;leif;2015-01-16T11:51:57+0100;
45-81;beruer;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T12:28:00+0100;
46-84;goleto / colet;http://www.wikidata.org/wiki/Q3393567;BEG SANT-GWELTAZ;47.1336;-2.2458;VERIFIED;leif;2015-01-16T12:27:36+0100;
47-85;normoster / monister;http://www.wikidata.org/wiki/Q656458;NOIRMOUTIER-EN-L'ILE;47.0044;-2.2533;VERIFIED;leif;2015-01-16T11:59:27+0100;
48-88;san gilli;http://www.wikidata.org/wiki/Q818702;SAINT-GILLES-CROIX-DE-VIE;46.6983;-1.9394;VERIFIED;leif;2015-01-16T11:56:59+0100;
49-90;[tore de]lona;http://www.wikidata.org/wiki/Q627175;OLONNE-SUR-MER;46.5369;-1.7717;VERIFIED;leif;2015-01-16T12:29:07+0100;
50-91;san micher / s.miguel;http://www.wikidata.org/wiki/Q1421380;SAINT-MICHEL-EN-L'HERM;46.3553;-1.2475;VERIFIED;leif;2015-01-16T15:37:05+0100;
51-93;maranta / monasteri;http://www.wikidata.org/wiki/Q627191;MARANS;46.3;-1;VERIFIED;leif;2015-01-16T15:32:41+0100;
52-94;plonbo;http://www.wikidata.org/wiki/Q989360;;46.2;-1.1667;VERIFIED;leif;2015-01-16T15:35:08+0100;
53-96;ROCELLA;http://www.wikidata.org/wiki/Q82185;LA ROCHELLE;46.1619;-1.1511;VERIFIED;leif;2015-01-16T12:31:14+0100;
54-97;chiranda;http://www.wikidata.org/wiki/Q123362;;45.9567;-1.0822;VERIFIED;leif;2015-01-16T12:32:20+0100;
55-98;zapuzo;http://www.wikidata.org/wiki/Q816315;SOUBISE;45.9333;-1;VERIFIED;leif;2015-01-16T12:32:39+0100;
56-101;maomeson;http://www.wikidata.org/wiki/Q3376187;PERTUIS DE MAUMUSSON;45.7958;-1.2278;VERIFIED;leif;2015-01-16T15:31:25+0100;
57-103;roam / rotuna;http://www.wikidata.org/wiki/Q3097454;ROYAN;45.6259;-1.0165;VERIFIED;leif;2015-01-16T12:34:12+0100;
58-104;talamon;http://www.wikidata.org/wiki/Q663232;TALMONT-SUR-GIRONDE;45.5333;-0.9;VERIFIED;leif;2015-01-16T12:34:36+0100;
59-105;braia;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T15:30:50+0100;
60-106;borgo;http://www.wikidata.org/wiki/Q830975;BOURG-CHARENTE;45.6736;-0.2197;VERIFIED;leif;2015-01-16T15:30:27+0100;
61-107;rocamador;http://www.wikidata.org/wiki/Q3398292;PORT-MAUBERT;45.4606;-0.7208;VERIFIED;leif;2015-01-16T14:30:00+0100;
62-108;lenber;http://www.wikidata.org/wiki/Q6544;LIBOURNE;44.9167;0.25;VERIFIED;leif;2015-01-16T14:30:23+0100;
63-109;BORDEOS;http://www.wikidata.org/wiki/Q2249113;BORDEAUX;44.8389;-0.5722;VERIFIED;leif;2015-01-16T14:30:47+0100;
64-110;sca maria [de solac];http://www.wikidata.org/wiki/Q478237;SOULAC-SUR-MER;45.5119;-1.1236;VERIFIED;leif;2015-01-16T14:31:39+0100;
65-113;arcasson / algesan;http://www.wikidata.org/wiki/Q191460;ARCAISHON;44.6528;-1.1692;VERIFIED;leif;2015-01-16T14:31:56+0100;
66-117;BAIONA (DE GASCONA);http://www.wikidata.org/wiki/Q3398457;PORT DE BAYONNE;43.5108;-1.4936;VERIFIED;leif;2015-01-16T14:32:21+0100;
67-119;s.johan de lux;http://www.wikidata.org/wiki/Q232135;SEN-JAN-DE-LYUZ;43.3908;-1.6583;VERIFIED;leif;2015-01-16T14:32:48+0100;
68-121;fontarabia;http://www.wikidata.org/wiki/Q492312;FUENTERRABÍA;43.3624;-1.7915;VERIFIED;leif;2015-01-16T14:33:17+0100;
69-125;varca / aioarço;http://www.wikidata.org/wiki/Q911092;OIARTZUN;43.2992;-1.8578;VERIFIED;leif;2015-01-16T14:33:41+0100;
70-126;SAN SEBASTIAN;http://www.wikidata.org/wiki/Q3394097;ATOTXAKO GELTOKIA;43.3177;-1.9767;VERIFIED;leif;2015-01-16T14:35:01+0100;
71-128;cataria / gitaria;http://www.wikidata.org/wiki/Q849330;GETARIA;43.3045;-2.2037;VERIFIED;leif;2015-01-16T14:35:20+0100;
72-133;BERMEO;http://www.wikidata.org/wiki/Q695444;BERMEO;43.4208;-2.7214;VERIFIED;leif;2015-01-16T14:35:38+0100;
73-134;marciaco;http://www.wikidata.org/wiki/Q669894;MATXITXAKO LURMUTURRA;43.4541;-2.7526;VERIFIED;leif;2015-01-16T14:36:11+0100;
74-138;castro;http://www.wikidata.org/wiki/Q501090;URDIALITZ;43.3844;-3.215;VERIFIED;leif;2015-01-16T14:36:39+0100;
75-139;laredo / erdo;http://www.wikidata.org/wiki/Q828955;LAREDO;43.4144;-3.41;VERIFIED;leif;2015-01-16T14:36:56+0100;
76-140;santogna;http://www.wikidata.org/wiki/Q1442470;SANTOÑA;43.4414;-3.4575;VERIFIED;leif;2015-01-16T14:37:11+0100;
77-143;S.ANDER;http://www.wikidata.org/wiki/Q12233;SANTANDER;43.4667;-3.8;VERIFIED;leif;2015-01-16T14:37:29+0100;
78-145;s.martin [de larena];http://www.wikidata.org/wiki/Q1615223;SUANCES;43.4283;-4.0436;VERIFIED;leif;2015-01-16T15:29:44+0100;
79-146;s.vicenzo [de la berchera];http://www.wikidata.org/wiki/Q384817;SAN VICENTE DE LA BARQUERA;43.385;-4.3986;VERIFIED;leif;2015-01-16T14:39:31+0100;
80-148;lagnes;http://www.wikidata.org/wiki/Q503094;;43.4211;-4.7531;VERIFIED;leif;2015-01-16T14:39:48+0100;
81-149;riba de cella;http://www.wikidata.org/wiki/Q591580;;43.4459;-5.0835;VERIFIED;leif;2015-01-16T14:40:15+0100;
82-150;[cauo] lastra;http://www.wikidata.org/wiki/Q1022266;LASTRES;43.5167;-5.2667;VERIFIED;leif;2015-01-16T14:40:31+0100;
83-157;bomaho;http://www.wikidata.org/wiki/Q323199;ABOÑO;43.5686;-5.7117;VERIFIED;leif;2015-01-16T14:42:28+0100;
84-158;[les]penes [de gosson];http://www.wikidata.org/wiki/Q766448;CABO DE PEÑAS;43.6505;-5.8499;VERIFIED;leif;2015-01-16T14:41:23+0100;
85-159;AVILES / BELLES (not always in red);http://www.wikidata.org/wiki/Q791012;AVILESKO ESKUALDEA;43.53;-6.0092;VERIFIED;leif;2015-01-16T14:42:50+0100;
86-163;luerca / latoya;http://www.wikidata.org/wiki/Q1872807;LUARCA;43.5439;-6.5358;VERIFIED;leif;2015-01-16T14:43:05+0100;
87-165;tapia;http://www.wikidata.org/wiki/Q826603;;43.5692;-6.9437;VERIFIED;leif;2015-01-16T14:43:27+0100;
88-168;sto debigo;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T15:26:15+0100;
89-170;RIBADEO / ripatoua;http://www.wikidata.org/wiki/Q824076;RIBADEO;43.5372;-7.0431;VERIFIED;leif;2015-01-16T14:44:00+0100;
90-173;s cipriam;http://www.wikidata.org/wiki/Q3029724;SAN CIBRAO;43.702;-7.4682;VERIFIED;leif;2015-01-16T15:25:55+0100;
91-175;c.baires / c.deuares;http://www.wikidata.org/wiki/Q1368996;ESTACA DE BARES;43.7903;-7.6878;VERIFIED;leif;2015-01-16T14:46:15+0100;
92-176;s.marta;http://www.imperium.ahlfeldt.se/places/39678;Campo da Torre;;;VERIFIED;;leif;2015-01-16T14:46:58+0100
93-177;c.de ortiger;http://www.wikidata.org/wiki/Q733167;CABO ORTEGAL;43.7722;-7.8681;VERIFIED;leif;2015-01-16T14:47:37+0100;
94-178;cedera / cedeca;http://www.wikidata.org/wiki/Q1113395;CEDEIRA;43.65;-8.05;VERIFIED;leif;2015-01-16T14:48:24+0100;
95-178;liva / mina / iuuia;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T14:49:18+0100;
96-180;betanza / beaco / betaniso;http://www.wikidata.org/wiki/Q671341;BETANZOS;43.2792;-8.2106;VERIFIED;leif;2015-01-16T14:49:35+0100;
97-183;COROGNA / Colone / Crugie;http://www.wikidata.org/wiki/Q8757;CORUÑA;43.3667;-8.3833;VERIFIED;leif;2015-01-16T14:50:10+0100;
98-184;avaricio;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T15:21:01+0100;
99-186;corneto / cormes;http://www.wikidata.org/wiki/Q2997414;CORME;43.2651;-8.963;VERIFIED;leif;2015-01-16T14:54:43+0100;
100-187;mongia;http://www.wikidata.org/wiki/Q512940;MUXÍA;43.1062;-9.2175;VERIFIED;pau;2015-02-16T13:35:39+0100;
101-188;turignana;http://www.wikidata.org/wiki/Q1728341;CABO DE TOURIÑÁN;43.0531;-9.2989;VERIFIED;leif;2015-01-16T14:55:31+0100;
102-191;muros;http://www.wikidata.org/wiki/Q3396331;LOURO;42.7667;-9.05;VERIFIED;pau;2015-02-16T13:41:16+0100;
103-192;sea;http://www.wikidata.org/wiki/Q988707;;42.9556;-9.19;VERIFIED;leif;2015-01-16T14:56:08+0100;
104-193;noia;http://www.wikidata.org/wiki/Q818601;NOIA;42.785;-8.8878;VERIFIED;leif;2015-01-16T14:56:23+0100;
105-198;PONTA VEDRA;http://www.wikidata.org/wiki/Q12411;PONTEVEDRA;41.8928;-8.8698;VERIFIED;leif;2015-01-16T14:56:59+0100;
106-199;peronela;http://www.wikidata.org/wiki/Q833032;REDONDELA;42.2833;-8.6;VERIFIED;leif;2015-01-16T14:57:20+0100;
107-202;BAIONA (DE MIGNOS);http://www.wikidata.org/wiki/Q748867;BAYONA;42.1199;-8.8501;VERIFIED;leif;2015-01-16T14:57:31+0100;
108-206;r.minha / mignor;http://www.wikidata.org/wiki/Q14554;MIÑO;41.8653;-8.8697;VERIFIED;leif;2015-01-16T14:57:54+0100;
109-209;viena;http://www.wikidata.org/wiki/Q208158;;41.7;-8.8333;VERIFIED;leif;2015-01-16T14:59:06+0100;
110-210;villa de contir / conde;http://www.wikidata.org/wiki/Q1998360;VILA DO CONDE;41.3539;-8.7428;VERIFIED;leif;2015-01-16T14:59:30+0100;
111-213;PORTO / portogallo;http://www.wikidata.org/wiki/Q36433;;41.15;-8.6;VERIFIED;leif;2015-01-16T15:00:20+0100;
112-215;boga / bauga / bocha;http://www.wikidata.org/wiki/Q15653;RIO VOUGA;40.683;-8.667;VERIFIED;leif;2015-01-16T15:00:53+0100;
113-219;MONDEGO (not always in red);http://www.wikidata.org/wiki/Q655636;CABO MONDEGO;40.1911;-8.9053;VERIFIED;leif;2015-01-16T15:01:28+0100;
114-222;petronela;http://www.wikidata.org/wiki/Q497179;NAZARÉ;39.6;-9.0667;VERIFIED;leif;2015-01-16T15:01:49+0100;
115-224;carbonero;http://www.wikidata.org/wiki/Q1024882;CABO CARVOEIRO;39.3601;-9.409;VERIFIED;leif;2015-01-16T15:02:20+0100;
116-227;tugia / tiguna;http://www.wikidata.org/wiki/Q757700;ATOUGUIA DA BALEIA;39.3333;-9.3333;VERIFIED;leif;2015-01-16T15:02:46+0100;
117-229;orignana;http://www.wikidata.org/wiki/Q986017;LOURINHÃ MUNICIPALITY;39.25;-9.3167;VERIFIED;leif;2015-01-16T15:03:08+0100;
118-230;cintres;http://www.wikidata.org/wiki/Q190187;SINTRA;38.7974;-9.3904;VERIFIED;leif;2015-01-16T15:03:26+0100;
119-231;cascais;http://www.wikidata.org/wiki/Q512030;CASCAIS;38.6972;-9.4217;VERIFIED;leif;2015-01-16T15:03:37+0100;
120-234;LISBONA;http://www.wikidata.org/wiki/Q597;ЛИСАБОН;38.7167;-9.1667;VERIFIED;leif;2015-01-16T15:04:30+0100;
121-236;cauo picer;http://www.wikidata.org/wiki/Q919019;CABO ESPICHEL;38.414;-9.222;VERIFIED;leif;2015-01-16T15:04:59+0100;
122-237;SATUEL / setubra;http://www.wikidata.org/wiki/Q173699;SETÚBAL;38.5167;-8.8667;VERIFIED;leif;2015-01-16T15:05:17+0100;
123-238;casaro;http://www.wikidata.org/wiki/Q850697;;38.35;-8.4833;VERIFIED;leif;2015-01-16T15:06:25+0100;
124-240;sines /siegra;http://www.wikidata.org/wiki/Q2448854;SINES;37.9533;-8.8756;VERIFIED;leif;2015-01-16T15:05:59+0100;
125-241;perseger;http://www.wikidata.org/wiki/Q1658438;ILHA DO PESSEGUEIRO;37.8333;-8.7972;VERIFIED;leif;2015-01-16T15:15:27+0100;
126-242;odemira;http://www.wikidata.org/wiki/Q551669;ODEMIRA;37.5833;-8.6333;VERIFIED;leif;2015-01-16T15:06:42+0100;
127-246;rufana;http://www.wikidata.org/wiki/Q4795977;ARRIFANA;37.293;-8.863;VERIFIED;leif;2015-01-16T15:07:11+0100;
128-247;c.san vicenzo;http://pleiades.stoa.org/places/256410;Sacrum Pr.;37.023;-8.9964;VERIFIED;leif;2015-01-16T15:08:01+0100;
129-249;lagos;http://www.wikidata.org/wiki/Q732548;LAGOS;37.1;-8.6667;VERIFIED;leif;2015-01-16T15:08:30+0100;
130-251;silves;http://www.wikidata.org/wiki/Q2201530;SILVES;37.19;-8.4386;VERIFIED;leif;2015-01-16T15:09:09+0100;
131-252;porces;http://www.wikidata.org/wiki/Q2632134;PORCHES;37.1267;-8.4017;VERIFIED;leif;2015-01-16T15:09:32+0100;
132-253;albufera;http://www.wikidata.org/wiki/Q373813;ALBUFEIRA;37.09;-8.26;VERIFIED;leif;2015-01-16T15:10:07+0100;
133-262;arca de bo;http://www.wikidata.org/wiki/Q988024;EL ROMPIDO;37.2189;-7.1258;VERIFIED;leif;2015-01-16T15:12:27+0100;
134-264;SALTES;http://pleiades.stoa.org/places/256201;Herculis Ins.;37.1892;-6.9452;VERIFIED;leif;2015-01-16T15:11:07+0100;
135-267;nebla;http://www.wikidata.org/wiki/Q828723;NIEBLA;37.3614;-6.6779;VERIFIED;leif;2015-01-16T15:40:26+0100;
136-271;baramida;http://www.wikidata.org/wiki/Q210887;SANLÚCAR DE BARRAMEDA;36.7789;-6.3539;VERIFIED;leif;2015-01-16T15:40:39+0100;
137-274;SIBILLIA;http://www.wikidata.org/wiki/Q8717;SEVILLA;37.3833;-5.9833;VERIFIED;leif;2015-01-16T15:40:54+0100;
138-277;rota;http://www.wikidata.org/wiki/Q15907;ROTA;36.6229;-6.36;VERIFIED;leif;2015-01-16T15:41:10+0100;
139-278;p.s.maria [leponto] / [del porto];http://www.wikidata.org/wiki/Q203040;EL PUERTO DE SANTA MARIA;36.6015;-6.2381;VERIFIED;leif;2015-01-16T15:41:37+0100;
140-281;trafergar;http://www.wikidata.org/wiki/Q203950;TRAFALGARIN NIEMI;36.1833;-6.0333;VERIFIED;leif;2015-01-16T15:41:57+0100;
141-283;tariffa;http://www.wikidata.org/wiki/Q222702;TARIFA;36.0167;-5.6;VERIFIED;leif;2015-01-16T15:42:12+0100;
142-283;c.isalcaldera;http://www.wikidata.org/wiki/Q484552;ALGECIRAS;36.1333;-5.45;VERIFIED;leif;2015-01-16T15:42:26+0100;
143-285;m.gibilterra / iubetar;http://www.wikidata.org/wiki/Q1410;GIBRALTAR;36.1387;-5.3474;VERIFIED;leif;2015-01-16T15:42:43+0100;
144-286;tore de vacar;http://www.wikidata.org/wiki/Q827393;VEJER DE LA FRONTERA;36.2522;-5.9633;VERIFIED;pau;2015-02-16T13:44:27+0100;
145-287;stopona;http://www.wikidata.org/wiki/Q492748;;36.4331;-5.1331;VERIFIED;leif;2015-01-16T15:43:41+0100;
146-288;marbella;http://www.wikidata.org/wiki/Q484799;MARBELLA;36.5;-4.8833;VERIFIED;leif;2015-01-16T15:43:55+0100;
147-290;moline;http://www.wikidata.org/wiki/Q492737;;36.6245;-4.4996;VERIFIED;leif;2015-01-16T15:44:11+0100;
148-291;MALICHA;http://www.wikidata.org/wiki/Q8851;MÁLAGA;36.7167;-4.4167;VERIFIED;leif;2015-01-16T15:44:21+0100;
149-294;mallia belis;http://www.wikidata.org/wiki/Q492741;VELEZ-MALAGA;36.7821;-4.0993;VERIFIED;leif;2015-01-16T15:44:50+0100;
150-295;punta de tor;http://pleiades.stoa.org/places/265896;El Faro;36.7268;-3.9575;VERIFIED;leif;2015-01-16T15:45:30+0100;
151-297;negrolis / nerui;http://www.wikidata.org/wiki/Q13149;;36.7469;-3.879;VERIFIED;leif;2015-01-16T15:45:50+0100;
152-298;milleca / muletta;http://www.wikidata.org/wiki/Q193780;ALMUÑECAR;36.7339;-3.6911;VERIFIED;leif;2015-01-16T15:46:04+0100;
153-301;SERAVIGNA;http://www.wikidata.org/wiki/Q427330;;36.7467;-3.5869;VERIFIED;leif;2015-01-16T15:47:02+0100;
154-303;tarfocases / c.capse;http://www.wikidata.org/wiki/Q5962896;LA CHUCHA;36.6972;-3.4567;VERIFIED;pau;2015-02-16T13:48:06+0100;
155-307;tadra / ludra / aderadubonne;http://www.wikidata.org/wiki/Q49562;阿德拉;36.75;-3.0167;VERIFIED;leif;2015-01-16T15:48:15+0100;
156-308;[lena d'] guardia [velia];http://www.wikidata.org/wiki/Q944049;CASTILLO DE GUARDIAS VIEJAS;36.7003;-2.8514;VERIFIED;leif;2015-01-16T15:48:47+0100;
157-309;lena del cambra;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T15:49:28+0100;
158-310;lena dalmaria;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T15:53:10+0100;
159-312;ALMERIA;http://www.wikidata.org/wiki/Q10400;ALMERÍA;36.8333;-2.45;VERIFIED;leif;2015-01-16T15:49:45+0100;
160-314;c.de gapta;http://www.wikidata.org/wiki/Q2932431;CAP DE GATE;36.7219;-2.193;VERIFIED;leif;2015-01-16T15:53:35+0100;
161-319;raiba / rait;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T15:54:15+0100;
162-321;carbonarola;http://www.wikidata.org/wiki/Q1110337;;37.0005;-1.8919;VERIFIED;leif;2015-01-16T15:54:39+0100;
163-322;BERA / vexra;http://www.wikidata.org/wiki/Q1157971;VERA;37.2475;-1.8678;VERIFIED;leif;2015-01-16T15:54:58+0100;
164-324;aquille / lasaiglas;http://www.wikidata.org/wiki/Q249941;ÁGUILAS;37.4042;-1.5819;VERIFIED;leif;2015-01-16T15:56:07+0100;
165-325;copo;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T15:57:07+0100;
166-327;susaya;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T15:57:55+0100;
167-329;carmaniare;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T15:58:50+0100;
168-330;CARTAGENIA;http://www.wikidata.org/wiki/Q162615;CARTAGENA;37.6;-0.9833;VERIFIED;leif;2015-01-16T15:59:04+0100;
169-332;c.de palli;http://www.wikidata.org/wiki/Q731315;CABO DE PALOS;37.636;-0.69;VERIFIED;leif;2015-01-16T15:59:22+0100;
170-333;albufera;http://www.wikidata.org/wiki/Q1553876;MAR MENOR;37.7667;-0.8333;VERIFIED;leif;2015-01-16T15:59:52+0100;
171-334;c.ceruer;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T16:00:39+0100;
172-337;guardamar;http://www.wikidata.org/wiki/Q927965;;38.0897;-0.655;VERIFIED;leif;2015-01-16T16:01:06+0100;
173-339;cauo de iupo;;;;;NO_SUITABLE_MATCH;leif;2015-01-16T16:01:40+0100;
174-340;LA CANTARA / alicant;http://www.wikidata.org/wiki/Q11959;АЛИКАНТЕ;38.3453;-0.4831;VERIFIED;leif;2015-01-16T16:01:57+0100;
175-344;otilla;http://www.wikidata.org/wiki/Q436491;ALTEA LA VELLA;38.6;-0.0489;VERIFIED;leif;2015-01-16T16:02:10+0100;
176-345;calp /carpi;http://www.wikidata.org/wiki/Q671272;CALPE;38.645;0.0442;VERIFIED;leif;2015-01-16T16:02:22+0100;
177-348;c.de martim;http://www.wikidata.org/wiki/Q1024914;CABO DE LA NAO;38.7386;0.2167;VERIFIED;leif;2015-01-16T16:03:48+0100;
178-350;denia;http://www.wikidata.org/wiki/Q646725;DENIA;38.8403;0.1086;VERIFIED;leif;2015-01-16T16:04:06+0100;
179-352;gandia;http://www.wikidata.org/wiki/Q33532;GANDIA;38.9667;-0.1822;VERIFIED;leif;2015-01-16T16:04:18+0100;
180-353;culera;http://www.wikidata.org/wiki/Q986733;CULLERA;39.166;-0.2527;VERIFIED;leif;2015-01-16T16:04:33+0100;
181-356;VALENÇIA;http://pleiades.stoa.org/places/266090;Valentia;39.4702;-0.3768;VERIFIED;leif;2015-01-16T16:05:20+0100;
182-359;monvedro;http://www.wikidata.org/wiki/Q47483;SAGUNTO;39.6764;-0.2733;VERIFIED;leif;2015-01-16T16:34:07+0100;
183-360;boriana;http://www.wikidata.org/wiki/Q385070;BURRIANA;39.8894;-0.0925;VERIFIED;leif;2015-01-16T16:34:22+0100;
184-362;aurpressa;http://www.wikidata.org/wiki/Q1596349;ORPESA;40.0922;0.1339;VERIFIED;leif;2015-01-16T16:34:36+0100;
