pelagios_temp_id;maphist_label;recogito_mapping;recogito_gazetteer_label;lat;lng;recogito_status;modified_by;modified_at;
1194-200;redondella;http://www.wikidata.org/wiki/Q8841588;ESTACIÓN DE REDONDELA;42.2862;-8.6194;VERIFIED;pau;2015-01-30T21:27:39+0100;
1195-200;portu [de badre];;;;;NO_SUITABLE_MATCH;pau;2015-01-30T21:27:42+0100;
1196-201;g.de vico / vigo;http://www.wikidata.org/wiki/Q8745;VIGO;42.2333;-8.7167;VERIFIED;pau;2015-01-30T21:27:56+0100;
1197-201;toron mons;;;;;NO_SUITABLE_MATCH;pau;2015-01-30T21:27:58+0100;
1198-202;ixola de baiona;;;;;NO_SUITABLE_MATCH;pau;2015-01-30T21:28:15+0100;
1199-206;porto taiente;;;;;NO_SUITABLE_MATCH;pau;2015-01-30T21:28:30+0100;
1200-207;[c.de] panisal;http://www.wikidata.org/wiki/Q2095855;;41.4694;-8.5742;VERIFIED;pau;2015-01-31T18:05:39+0100;
1201-208;camigna;http://www.wikidata.org/wiki/Q1029544;CAMINA;41.8333;-8.8333;VERIFIED;pau;2015-01-31T18:05:52+0100;
1202-210;bians;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:05:55+0100;
1203-211;naxom;http://www.wikidata.org/wiki/Q841299;MATOSINHOS;41.1833;-8.7;VERIFIED;pau;2015-01-31T18:06:27+0100;
1204-212;matosinhos / matasios;http://www.wikidata.org/wiki/Q841299;MATOSINHOS;41.1833;-8.7;VERIFIED;pau;2015-01-31T18:06:52+0100;
1205-212;lasiones / lessa;http://www.wikidata.org/wiki/Q1822474;LEÇA DA PALMEIRA;41.1936;-8.6972;VERIFIED;pau;2015-01-31T18:07:09+0100;
1206-212;infons;http://www.wikidata.org/wiki/Q1024255;SÃO JULIÃO DA FIGUEIRA DA FOZ;40.1508;-8.8511;VERIFIED;pau;2015-01-31T18:07:36+0100;
1207-213;r.douro;http://www.wikidata.org/wiki/Q14299;RÍO DUERO;41.1453;-8.6567;VERIFIED;pau;2015-01-31T18:07:52+0100;
1208-214;freguera / felgra;http://www.wikidata.org/wiki/Q1016658;FÏGEÝRA;41.1172;-8.3439;VERIFIED;pau;2015-01-31T18:08:21+0100;
1209-216;avero;http://www.wikidata.org/wiki/Q485581;AVEIRO;40.6389;-8.6553;VERIFIED;pau;2015-01-31T18:08:53+0100;
1210-216;monte alto / lo monte;http://www.wikidata.org/wiki/Q997360;BUARCOS;40.1667;-8.8833;VERIFIED;pau;2015-01-31T18:09:02+0100;
1211-217;boarco = boga?;http://www.wikidata.org/wiki/Q997360;BUARCOS;40.1667;-8.8833;VERIFIED;pau;2015-01-31T18:09:12+0100;
1212-217;antem;http://www.wikidata.org/wiki/Q2453768;;40.4278;-8.7353;VERIFIED;pau;2015-01-31T18:09:39+0100;
1213-217;sardanero;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:09:48+0100;
1214-218;c.mondego;http://www.wikidata.org/wiki/Q11784;FARO DE CABO MONDEGO;40.191;-8.905;VERIFIED;pau;2015-01-31T18:10:05+0100;
1215-221;paredes;http://www.wikidata.org/wiki/Q1074551;PAREDES DO BAIRRO;40.45;-8.5;VERIFIED;pau;2015-01-31T18:10:17+0100;
1216-221;alca bazar;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:10:28+0100;
1217-221;xabir;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:10:36+0100;
1218-221;churnbra;http://www.wikidata.org/wiki/Q3348861;COIMBRA MUNICIPALITY;40.2255;-8.4523;VERIFIED;pau;2015-01-31T18:10:59+0100;
1219-222;fiume al fisaron;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:11:10+0100;
1220-223;selir;http://www.wikidata.org/wiki/Q575984;SALIR DO PORTO;39.4931;-9.1561;VERIFIED;pau;2015-01-31T18:12:05+0100;
1221-223;sabra;http://www.wikidata.org/wiki/Q1800558;LAGUNE VON OBIDOS;39.4167;-9.2167;VERIFIED;pau;2015-01-31T18:12:25+0100;
1222-224;berlenge;http://www.wikidata.org/wiki/Q2897238;BERLENGA GRANDE;39.4144;-9.5061;VERIFIED;pau;2015-01-31T18:13:10+0100;
1223-224;tigonti;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:14:35+0100;
1224-226;peniche;http://www.wikidata.org/wiki/Q941967;PENICHE;39.35;-9.3667;VERIFIED;pau;2015-01-31T18:14:54+0100;
1225-228;ragina / rigona;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:15:19+0100;
1226-228;rio de mansans;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:20:23+0100;
1227-230;roca de sintra;http://www.wikidata.org/wiki/Q169175;CABO DA ROCA;38.7808;-9.4983;VERIFIED;pau;2015-01-31T18:21:07+0100;
1228-232;acleti;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:21:34+0100;
1229-233;rastello /castell;http://www.wikidata.org/wiki/Q193305;ESTORIL;38.6983;-9.4231;VERIFIED;pau;2015-01-31T18:21:52+0100;
1230-233;sco ellex;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:24:18+0100;
1231-234;tail fl. Toletanus;http://www.wikidata.org/wiki/Q7675357;TAGUS ESTUARY NATURAL RESERVE;38.821;-8.993;VERIFIED;pau;2015-02-02T11:59:00+0100;
1232-234;rio dose;http://www.wikidata.org/wiki/Q7675357;TAGUS ESTUARY NATURAL RESERVE;38.821;-8.993;VERIFIED;pau;2015-02-02T12:00:25+0100;
1233-234;santarem;http://www.wikidata.org/wiki/Q273877;SCALABIS;39.2369;-8.685;VERIFIED;pau;2015-01-31T18:34:24+0100;
1234-235;ALMADENA;http://www.wikidata.org/wiki/Q2598541;ALMADA;38.6803;-9.1583;VERIFIED;pau;2015-01-31T18:34:38+0100;
1235-237;sco iago dalcazal;http://www.wikidata.org/wiki/Q990433;SANTIAGO DO CACÉM;38;-8.6833;VERIFIED;pau;2015-01-31T18:34:58+0100;
1236-237;palmela cast.;http://www.wikidata.org/wiki/Q2453731;ПАЛМЕЛА;38.5783;-8.8997;VERIFIED;pau;2015-01-31T18:35:07+0100;
1237-239;faro;http://www.wikidata.org/wiki/Q159457;FARO;37.0167;-7.9333;VERIFIED;pau;2015-01-31T18:35:21+0100;
1238-242;udesara;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:35:32+0100;
1239-243;cap de cesar;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:35:40+0100;
1240-244;mosomay / mosmar;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:37:38+0100;
1241-245;sti[n]xas;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:38:46+0100;
1242-247;tarph soerch ?;http://www.wikidata.org/wiki/Q4103;SAN BIZENTE;37.025;-8.9944;VERIFIED;pau;2015-01-31T18:39:34+0100;
1243-248;chauo de sagres;http://www.wikidata.org/wiki/Q926672;薩格里什;37.0064;-8.9392;VERIFIED;pau;2015-01-31T18:41:28+0100;
1244-249;alburos;http://www.wikidata.org/wiki/Q449552;ALVOR;37.1287;-8.5939;VERIFIED;pau;2015-01-31T18:41:43+0100;
1245-249;portomon;http://www.wikidata.org/wiki/Q2652703;;37.1378;-8.5344;VERIFIED;pau;2015-01-31T18:41:54+0100;
1246-250;villanova;http://www.wikidata.org/wiki/Q543542;PORTIMÃO;37.1333;-8.5333;VERIFIED;pau;2015-01-31T18:46:31+0100;
1247-250;fibia ?;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:46:47+0100;
1248-250;mertora ?;http://www.wikidata.org/wiki/Q2137294;MÉRTOLA;37.6333;-7.65;VERIFIED;pau;2015-01-31T18:47:23+0100;
1249-250;[]adera ?;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:47:26+0100;
1250-251;ponē ?;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:47:28+0100;
1251-251;forels ?;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:47:29+0100;
1252-252;carbunaria castrum;http://www.wikidata.org/wiki/Q1046208;CARVOEIRO;41.6519;-8.6628;VERIFIED;pau;2015-01-31T18:47:53+0100;
1253-252;cassar medera;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:48:22+0100;
1254-252;stumbar cast.;http://www.wikidata.org/wiki/Q2453756;;37.15;-8.4833;VERIFIED;pau;2015-01-31T18:48:35+0100;
1255-253;loule;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:54:25+0100;
1256-254;FARO / faraom;http://www.wikidata.org/wiki/Q159457;FARO;37.0167;-7.9333;VERIFIED;pau;2015-01-31T18:54:46+0100;
1257-254;ville marinis portus;http://www.wikidata.org/wiki/Q5015746;CABO DE SANTA MARIA;36.9599;-7.8884;VERIFIED;pau;2015-01-31T18:55:23+0100;
1258-255;farobilia;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:55:27+0100;
1259-256;c.s.maria [di faro];http://www.wikidata.org/wiki/Q5015746;CABO DE SANTA MARIA;36.9599;-7.8884;VERIFIED;pau;2015-01-31T18:55:53+0100;
1260-256;puntal;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:56:11+0100;
1261-256;mons ficorum;http://www.wikidata.org/wiki/Q1450794;SERRA DE MONTE FIGO;37.1075;-7.8561;VERIFIED;pau;2015-01-31T18:56:25+0100;
1262-257;tavilla;http://www.wikidata.org/wiki/Q372840;TAVIRA;37.1167;-7.65;VERIFIED;pau;2015-01-31T18:56:38+0100;
1263-257;castelle civitas;http://www.wikidata.org/wiki/Q5015903;CACELA ISLAND;37.152;-7.546;VERIFIED;pau;2015-01-31T18:56:52+0100;
1264-258;[g]odiana;http://www.wikidata.org/wiki/Q14305;GUADIANA;37.1737;-7.402;VERIFIED;pau;2015-01-31T18:57:00+0100;
1265-259;aiomonte;http://www.wikidata.org/wiki/Q736872;AYAMONTE;37.2136;-7.4031;VERIFIED;pau;2015-01-31T18:57:07+0100;
1266-260;tuta;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:57:19+0100;
1267-261;lepe;http://www.wikidata.org/wiki/Q501077;LEPE;37.25;-7.2;VERIFIED;pau;2015-01-31T18:57:31+0100;
1268-263;s.muguel;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:57:43+0100;
1269-263;tinte fl;http://www.wikidata.org/wiki/Q17744;力拓河;37.7033;-6.6028;VERIFIED;pau;2015-01-31T18:58:02+0100;
1270-264;palos;http://www.wikidata.org/wiki/Q622030;PUERTO DE PALOS DE LA FRONTERA;37.2278;-6.8932;VERIFIED;pau;2015-01-31T18:58:09+0100;
1271-265;olues;http://www.wikidata.org/wiki/Q12246;HUELVA;37.25;-6.95;VERIFIED;pau;2015-01-31T18:58:19+0100;
1272-266;giblaleom / gleabarom;http://www.wikidata.org/wiki/Q913215;GIBRALEON;37.3751;-6.9694;VERIFIED;pau;2015-01-31T18:58:29+0100;
1273-267;cantara?;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T18:58:31+0100;
1274-268;moier / muguer;http://www.wikidata.org/wiki/Q785888;MOGUER;37.2747;-6.8386;VERIFIED;pau;2015-01-31T18:58:42+0100;
1275-269;allene de guardia / lasaorcada;http://pleiades.stoa.org/places/256192;Hareni M.;37.0571;-6.6514;VERIFIED;pau;2015-01-31T18:59:02+0100;
1276-269;criones;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T19:09:54+0100;
1277-271;mafom;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T19:09:57+0100;
1278-271;forcada;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T19:10:16+0100;
1279-272;capitor;http://www.wikidata.org/wiki/Q741749;CHIPIONA;36.7357;-6.4348;VERIFIED;pau;2015-01-31T19:10:30+0100;
1280-272;guadalchibir;http://www.wikidata.org/wiki/Q14309;BAETIS;36.7833;-6.35;VERIFIED;pau;2015-01-31T19:10:54+0100;
1281-273;quoria;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T19:11:11+0100;
1282-273;rorian;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T19:11:17+0100;
1283-274;triana;http://www.wikidata.org/wiki/Q957828;TRIANA;37.3836;-6.0052;VERIFIED;pau;2015-01-31T19:11:30+0100;
1284-275;elmedina / symendina;http://pleiades.stoa.org/places/256184;Glaukou? Akra;36.738;-6.4422;VERIFIED;pau;2015-01-31T19:12:02+0100;
1285-275;peccato;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T19:12:09+0100;
1286-275;çiçar;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T19:12:10+0100;
1287-276;SAN LUCAR;http://pleiades.stoa.org/places/255962;Aipora/Ebora;36.7921;-6.2901;VERIFIED;pau;2015-01-31T19:12:39+0100;
1288-276;capo sirocca;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T19:12:49+0100;
1289-278;ceres;http://www.wikidata.org/wiki/Q12303;JEREZ DE LA FRONTERA;36.7;-6.1167;VERIFIED;pau;2015-01-31T19:13:08+0100;
1290-279;CADIS;http://www.wikidata.org/wiki/Q15682;CADIS;36.5167;-6.2833;VERIFIED;pau;2015-01-31T19:13:56+0100;
1291-279;puent;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T19:14:19+0100;
1292-279;mazamojas;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T19:14:30+0100;
1293-280;p.petra;http://www.wikidata.org/wiki/Q3393729;ISLA DE SANCTI PETRI;36.3796;-6.2202;VERIFIED;pau;2015-01-31T19:14:49+0100;
1294-281;pulien fl.;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T19:14:52+0100;
1295-281;veresce portus;http://www.wikidata.org/wiki/Q827393;VEJER DE LA FRONTERA;36.2522;-5.9633;VERIFIED;pau;2015-01-31T19:15:14+0100;
1296-281;[torre de] vacar;http://www.wikidata.org/wiki/Q827393;VEJER DE LA FRONTERA;36.2522;-5.9633;VERIFIED;pau;2015-01-31T19:16:08+0100;
1297-281;barbath fl.;;;;;NO_SUITABLE_MATCH;pau;2015-01-31T19:16:30+0100;
1298-282;sennar;;;;;NO_SUITABLE_MATCH;pau;2015-02-01T18:14:02+0100;
1299-282;tarfonoli;;;;;NO_SUITABLE_MATCH;pau;2015-02-01T18:14:19+0100;
1300-283;c.de carniere;http://www.wikidata.org/wiki/Q7260516;PUNTA CARNERO;36.0771;-5.4253;VERIFIED;pau;2015-02-01T18:14:46+0100;
1301-284;zizera;NO_SUITABLE_MATCH;;;;NO_SUITABLE_MATCH;pau;2015-02-01T18:15:41+0100;
1302-284;ALGEÇIRA;;;;;NO_SUITABLE_MATCH;pau;2015-02-01T18:16:34+0100;
1303-284;gaditanum fretum;http://www.wikidata.org/wiki/Q36124;जिब्राल्टर जलडमरूमध्य;35.9717;-5.4858;VERIFIED;pau;2015-02-01T18:17:11+0100;
1304-285;stretto di gibilterra;;;;;NO_SUITABLE_MATCH;pau;2015-02-01T18:17:41+0100;
1305-289;fengerola;http://www.wikidata.org/wiki/Q492735;FUENGIROLA;36.5417;-4.625;VERIFIED;pau;2015-02-01T18:17:52+0100;
1306-292;c.de mallica;;;;;NO_SUITABLE_MATCH;pau;2015-02-01T18:19:05+0100;
1307-293;c.manduca;;;;;NO_SUITABLE_MATCH;pau;2015-02-01T18:19:50+0100;
1308-294;ledelizi;;;;;NO_SUITABLE_MATCH;pau;2015-02-01T18:20:03+0100;
1309-296;mauro;http://www.wikidata.org/wiki/Q3294545;MARO;36.7572;-3.8428;VERIFIED;pau;2015-02-01T18:20:28+0100;
1310-299;almunecha / milleca / [sal]moneca;;;;;NO_SUITABLE_MATCH;pau;2015-02-01T18:20:41+0100;
1311-299;cauo bil;;;;;NO_SUITABLE_MATCH;pau;2015-02-01T18:20:52+0100;
1312-300;ferratura / forrabura;;;;;NO_SUITABLE_MATCH;pau;2015-02-01T18:21:30+0100;
1313-301;crocium;;;;;NO_SUITABLE_MATCH;pau;2015-02-01T18:21:44+0100;
1314-302;motril / matrilla;http://www.wikidata.org/wiki/Q210093;MOTRIL;36.7453;-3.5206;VERIFIED;pau;2015-02-01T18:22:02+0100;
1315-303;aucurozo;http://www.wikidata.org/wiki/Q5749010;CARCHUNA;36.7019;-3.4419;VERIFIED;pau;2015-02-01T18:22:16+0100;
1316-304;comin;;;;;NO_SUITABLE_MATCH;pau;2015-02-01T18:24:02+0100;
1317-305;captor;;;;;NO_SUITABLE_MATCH;pau;2015-02-01T18:24:39+0100;
1318-306;bagnor / brignol / bugnol;http://www.wikidata.org/wiki/Q565002;ALBUÑOL;36.7914;-3.2033;VERIFIED;pau;2015-02-01T18:24:51+0100;
1319-306;castell de fero;http://www.wikidata.org/wiki/Q8342100;CASTELL DE FERRO;36.7225;-3.3592;VERIFIED;pau;2015-02-01T18:25:25+0100;
1320-308;cauda;;;;;NO_SUITABLE_MATCH;pau;2015-02-01T18:26:33+0100;
1321-311;caroba;;;;;NO_SUITABLE_MATCH;pau;2015-02-01T18:26:56+0100;
1322-311;troctii portus;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:17:41+0100;
1323-311;berge fl.;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:17:51+0100;
1324-313;bouar;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:18:02+0100;
1325-315;c.linteame;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:27:53+0100;
1326-316;santo;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:28:25+0100;
1327-317;s.piero;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:28:26+0100;
1328-317;genuenensis portus;http://www.wikidata.org/wiki/Q1993407;GENOVÉS;38.9885;-0.4703;VERIFIED;pau;2015-02-02T11:30:01+0100;
1329-318;fratres;http://www.wikidata.org/wiki/Q2107169;POZO DE LOS FRAILES;36.7889;-2.1089;VERIFIED;pau;2015-02-02T11:30:35+0100;
1330-320;mensa;http://www.wikidata.org/wiki/Q2827305;AGUA AMARGA;36.935;-1.9425;VERIFIED;pau;2015-02-02T11:34:21+0100;
1331-322;sacha;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:34:30+0100;
1332-322;marozuera;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:34:46+0100;
1333-322;nacera;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:40:15+0100;
1334-323;margo / mazor;http://www.wikidata.org/wiki/Q18041;;37.2387;-1.7769;VERIFIED;pau;2015-02-02T11:40:25+0100;
1335-326;masaro;http://www.wikidata.org/wiki/Q913277;MAZARRÓN;37.5984;-1.3139;VERIFIED;pau;2015-02-02T11:40:34+0100;
1336-327;capo;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:42:39+0100;
1337-327;coruo;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:51:08+0100;
1338-331;porto magno;http://pleiades.stoa.org/places/266005;Portos Magnos;36.8402;-2.4679;VERIFIED;pau;2015-02-02T11:51:24+0100;
1339-334;lenicra ?;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:51:32+0100;
1340-335;la mata;http://www.wikidata.org/wiki/Q1798960;LA MATA;38.0167;-0.65;VERIFIED;pau;2015-02-02T11:51:36+0100;
1341-335;baere;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:51:43+0100;
1342-338;[f. de] segura;http://www.wikidata.org/wiki/Q18612;;38.0964;-0.6757;VERIFIED;pau;2015-02-02T11:51:48+0100;
1343-338;oriola;http://www.wikidata.org/wiki/Q487786;ORIOLA;38.0856;-0.9469;VERIFIED;pau;2015-02-02T11:52:13+0100;
1344-338;sancti pauli portus;http://www.wikidata.org/wiki/Q257707;SANTA POLA;38.1897;-0.5556;VERIFIED;pau;2015-02-02T11:52:26+0100;
1345-338;p.vedres de balzuch / zuptra;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:52:56+0100;
1346-338;s.pola;http://www.wikidata.org/wiki/Q257707;SANTA POLA;38.1897;-0.5556;VERIFIED;pau;2015-02-02T11:53:31+0100;
1347-339;albilola;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:53:39+0100;
1348-339;lubauera;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:53:46+0100;
1349-341;c.darcodra;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:55:23+0100;
1350-342;loia;http://www.wikidata.org/wiki/Q935589;VILLAJOYOSA;38.5053;-0.2328;VERIFIED;pau;2015-02-02T11:55:34+0100;
1351-343;bendormi / ueuidormi;http://www.wikidata.org/wiki/Q487981;BENIDORM;38.5342;-0.1314;VERIFIED;pau;2015-02-02T11:55:44+0100;
1352-343;bora / lora;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:56:04+0100;
1353-343;chauo de aalbir;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:56:11+0100;
1354-345;aqua;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:56:17+0100;
1355-346;canpana;http://www.wikidata.org/wiki/Q6746532;PUIG CAMPANA;38.5972;-0.1958;VERIFIED;pau;2015-02-02T11:56:30+0100;
1356-347;muraire / molora;http://www.wikidata.org/wiki/Q1349520;MORAIRA;38.688;0.1345;VERIFIED;pau;2015-02-02T11:56:39+0100;
1357-347;c.di molara;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T11:57:05+0100;
1358-347;porto zenoese;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T12:00:59+0100;
1359-349;siabia;http://www.wikidata.org/wiki/Q851020;JÁVEA;38.7892;0.1631;VERIFIED;pau;2015-02-02T12:01:08+0100;
1360-349;cauo dell aremita;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T12:01:19+0100;
1361-351;olia;http://www.wikidata.org/wiki/Q918586;OLIVA;38.9194;-0.1211;VERIFIED;pau;2015-02-02T12:01:27+0100;
1362-354;[cauo de] cugera;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T12:01:38+0100;
1363-355;albuffera;http://www.wikidata.org/wiki/Q8818;ВАЛЕНСИЈА;39.4667;-0.375;VERIFIED;pau;2015-02-02T12:02:23+0100;
1364-357;grado (d'valencia);http://www.wikidata.org/wiki/Q5846318;ESTACIÓN DE GRAU-CANYAMELAR;39.4632;-0.3296;VERIFIED;pau;2015-02-02T12:03:36+0100;
1365-358;lo prug;http://www.wikidata.org/wiki/Q2040100;PUIG;39.5895;-0.3058;VERIFIED;pau;2015-02-02T12:03:52+0100;
1366-361;benicaçim;http://www.wikidata.org/wiki/Q636467;BENICASIM;40.0553;0.0642;VERIFIED;pau;2015-02-02T12:04:05+0100;
1367-363;corp / coruo;http://www.wikidata.org/wiki/Q4889748;CAPICORB;40.2066;0.2588;VERIFIED;pau;2015-02-02T12:04:21+0100;
1368-364;[moncolobre];http://www.wikidata.org/wiki/Q746202;COLUMBRETES UHARTEAK;39.8981;0.6853;VERIFIED;pau;2015-02-02T12:04:34+0100;
1369-366;[bini]carlom;http://www.wikidata.org/wiki/Q817302;BENICARLÓN;40.4186;0.4231;VERIFIED;pau;2015-02-02T12:04:43+0100;
1370-367;cenia / ania;http://www.wikidata.org/wiki/Q1859972;RIO CENIA;40.523;0.5145;VERIFIED;pau;2015-02-02T12:04:52+0100;
1371-367;arixa;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T12:19:10+0100;
1372-368;alfaques / fracoa;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T12:19:28+0100;
1373-368;anposta;http://www.wikidata.org/wiki/Q477311;AMPOSTA;40.7106;0.5808;VERIFIED;pau;2015-02-02T12:19:41+0100;
1374-370;tortose fl.;http://www.wikidata.org/wiki/Q10965;EBRO;40.7285;0.8693;VERIFIED;pau;2015-02-02T12:20:07+0100;
1375-371;camarles;http://www.wikidata.org/wiki/Q1229298;CAMARLES;40.7736;0.6725;VERIFIED;pau;2015-02-02T12:20:17+0100;
1376-372;anpolla;http://www.wikidata.org/wiki/Q983572;L'AMPOLLA;40.8142;0.71;VERIFIED;pau;2015-02-02T12:20:26+0100;
1377-373;portu dasno ?;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T12:21:05+0100;
1378-375;escarnale;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T12:21:19+0100;
1379-376;tormo;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T12:21:29+0100;
1380-380;cabels;http://www.wikidata.org/wiki/Q15558;CUBELLES;41.21;1.6736;VERIFIED;pau;2015-02-02T12:21:47+0100;
1381-380;cauo [ ]caras;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T12:21:52+0100;
1382-381;garrapha cast.;http://www.wikidata.org/wiki/Q5523785;GARRAF;41.2528;1.9017;VERIFIED;pau;2015-02-02T12:22:11+0100;
1383-383;calbarcelona;http://www.wikidata.org/wiki/Q2500125;MONTJUIC;41.3634;2.1662;VERIFIED;pau;2015-02-02T12:49:38+0100;
1384-384;bezos;http://www.wikidata.org/wiki/Q765483;BESOS;41.4187;2.2331;VERIFIED;pau;2015-02-02T12:51:24+0100;
1385-385;c.bellasar;http://www.wikidata.org/wiki/Q12071;VILASSAR DE MAR;41.5053;2.3928;VERIFIED;pau;2015-02-02T12:51:34+0100;
1386-385;batalon;http://www.wikidata.org/wiki/Q15468;BADALONA;41.4333;2.2333;VERIFIED;pau;2015-02-02T12:52:01+0100;
1387-385;[ ]astos de sco ?;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T12:52:07+0100;
1388-386;mataro;http://www.wikidata.org/wiki/Q11492;MATARO;41.5333;2.45;VERIFIED;pau;2015-02-02T12:52:21+0100;
1389-387;san polo;http://www.wikidata.org/wiki/Q12534;САН-ПОЛЬ-ДЕ-МАР;41.6033;2.6244;VERIFIED;pau;2015-02-02T12:52:44+0100;
1390-388;loret;http://www.wikidata.org/wiki/Q12977;LLORET DE MAR;41.7;2.8333;VERIFIED;pau;2015-02-02T12:52:58+0100;
1391-389;branda;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T12:53:56+0100;
1392-391;palamos / pesamar;http://www.wikidata.org/wiki/Q13491;PALAMÓS;41.8458;3.1289;VERIFIED;pau;2015-02-02T12:54:44+0100;
1393-391;turres donarum;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T12:55:22+0100;
1394-393;g.de torregalla;http://www.wikidata.org/wiki/Q13573;TORROELLA DE MONTGRÍ;42.0439;3.1286;VERIFIED;pau;2015-02-02T12:55:35+0100;
1395-394;golfo d'anpuria;http://www.wikidata.org/wiki/Q1106404;SANT MARTI D’EMPÚRIES;42.1333;3.1167;VERIFIED;pau;2015-02-02T12:55:48+0100;
1396-396;cadaques;http://www.wikidata.org/wiki/Q11263;カダケス;42.2886;3.2778;VERIFIED;pau;2015-02-02T12:56:01+0100;
1397-396;portus legatus;;;;;NO_SUITABLE_MATCH;pau;2015-02-02T12:56:08+0100;
1398-398;cauo di biara;http://www.wikidata.org/wiki/Q3378543;PHARE DU CAP BEAR;42.5156;3.1367;VERIFIED;pau;2015-02-02T13:41:59+0100;
1399-400;portvenre;http://www.wikidata.org/wiki/Q204648;PORT-VENDRES;42.5189;3.1058;VERIFIED;pau;2015-02-02T13:42:12+0100;
1400-400;rosilioni sin.;http://www.wikidata.org/wiki/Q15476;РУССІЛЬЙОН;42.6667;2.8167;VERIFIED;pau;2015-02-02T13:42:41+0100;
1401-401;fiume de canont;http://www.wikidata.org/wiki/Q197968;;42.4114;2.545;VERIFIED;pau;2015-02-02T13:43:24+0100;
1402-402;canet;http://www.wikidata.org/wiki/Q380514;CANET-EN-ROUSSILLON;42.7067;3.0078;VERIFIED;pau;2015-02-02T13:43:35+0100;
1403-406;san per;http://www.wikidata.org/wiki/Q1456708;SAINT-PIERRE-LA-MER;43.1802;3.188;VERIFIED;pau;2015-02-02T13:43:54+0100;
